placeName,address,managerUnit,applyUnit,contactor,officePhone,fax,email,register,imageUrl,seg,place
新營文化中心,,新營文化中心,,莊添貴先生,06-6321047#1113,06-6351846,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/a867e4d1-1216-4fa3-bd08-390ad1548070/c58d68413fb51a42cf29da9543d6b49b.jpg,"['新營', '文化', '中心']",
臺南文化中心,,臺南文化中心,,王秀珠小姐,06-2692864#606,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/818ff8e7-123c-4911-a296-60e3225ba66c/8d648f2419f904823ca1d2a02acd6613.jpg,"['文化', '中心']",
臺南市古蹟區-赤崁樓,,臺南市政府文化局古蹟營運科,,簡小姐,06-2991111#8482,,,填寫「臺南市古蹟區街頭藝人展演申請表」,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/e56ada60-b3e2-4ba2-9def-ef99a3f465de/c26aa9f29a2639f3f4e42edaf44018bc.jpg,['南市'],
臺南市古蹟區-安平古堡,,臺南市政府文化局古蹟營運科,,簡小姐,06-2991111#8482,,,填寫「臺南市古蹟區街頭藝人展演申請表」,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/2bf53453-d472-4610-b4d4-61f1b87c0701/d07b70bb8fb057e49121abad4307425f.jpg,"['安平古堡', '南市']",
臺南市古蹟區-安平樹屋,,臺南市政府文化局古蹟營運科,,簡小姐,06-2991111#8482,,,填寫「臺南市古蹟區街頭藝人展演申請表」,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/4edc1373-03cf-4ef7-80d1-c986d7c6d6d8/09114c82a16a4bcccbef802be2aa86c8.jpg,"['樹屋', '南市', '安平']",
臺南市古蹟區-延平郡王祠,,臺南市政府文化局古蹟營運科,,簡小姐,06-2991111#8482,,,填寫「臺南市古蹟區街頭藝人展演申請表」,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/c5eedf4d-dafe-4faa-abc4-37fec20995b4/50fb764fff440472b3835e2e2f0f67c6.jpg,"['延平郡王', '南市']",
臺南市古蹟區─億載金城,,臺南市政府文化局古蹟營運科,,簡小姐,06-2991111#8482,,,填寫「臺南市古蹟區街頭藝人展演申請表」,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/04ca9474-7c1b-4bc3-b50d-f321a47c558f/ab570e599a12419ebd21f52e57115801.jpg,"['億載', '南市', '金城']",
安平定情碼頭德陽艦園區,,安平情定碼頭德陽艦園區,,賴晟瑋,06-2932925,06-2932926,,填寫「臺南市古蹟區街頭藝人展演申請表」，傳真至場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/a9a2b28c-6d07-4f07-af3d-3008bcc3541f/774c586a417633036ec6068772b41f02.jpg,"['情碼', '頭德陽', '艦園區', '平定']",
臺南市公園綠地,,臺南市政府工務局公園管理科,,許小姐,06-2982701,,,最遲應於使用前十日填具「臺南市公園綠地場地使用申請書」及「臺南市公園綠地場地使用切結書」並檢附街頭藝人證影本,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/fdf66456-29e0-43ce-a085-491eca9236e9/558db584c6b158c76f32369c8f608b2a.JPG,"['公園', '綠地', '南市']",
東成會館,,東成會館,,陳其宏,06-5801919,06-5802766,service@eastasty.com,請事先與主辦人聯繫，詢問展演類別是否適合,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/0abfd08d-b9d3-4ebb-9aa9-7ae49d65a7cc/65c72eb46ff1754b768695a16f7628cb.jpg,"['東成', '會館']",
台灣糖業公司量販事業部嘉年華購物中心,,台灣糖業公司量販事業部,,李坤憲,06-2896789、0956297188,,a63227@taisugar.com.tw,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/c95b2c28-b469-4260-b49e-da0e2b5ff94f/f93d6c5a7c9e6690e4eb410f519307b7.jpg,"['台灣', '糖業', '販事業', '部嘉年', '華購物', '中心', '公司']",
噍吧哖事件紀念園區,,臺南市政府文化局文化資源科,,陳佑菩,06-5741025 ,06-5741026,tofu505@mail.tainan.gov.tw,請於表演日期7日前與聯絡人聯繫，確認檔期、位置與展演類別是否適合。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/62cbdfb0-46aa-47b4-b600-ad1d0c47718d/f1e9f06a202fd634593490053d17b9af.jpg,"['紀念', '園區', '事件']",
石子瀨故事館廣場,,臺南市大內區石子瀨社區發展協會,,曾博錫, 0988589788,06-5761396,a589788@yahoo.com.tw,請務必於演出前5日與曾博錫理事長連繫,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/65731799-a263-4f75-a7fd-520b13356e77/3d21c3b8e627a22a7d787145595d1d11.jpg,"['館廣場', '石子', '故事']",
Venaheim愛莊園（雙春濱海遊憩區）,,Venaheim愛莊園,,李先生,06-7865307,06-7865301,,,,"['Venaheim', '愛莊園', '雙春濱', '海遊', '憩區']",
德元埤荷蘭村,,臺南市政府觀光旅遊局,,劉金堂先生,06-6350190,,,請下載附件「臺南市政府觀光旅遊局街頭藝人表演申請表」，填寫傳真至場地管理單位,,"['德元', '荷蘭村']",
葫蘆埤自然生態公園,,臺南市政府觀光旅遊局,,,06-6350190,,,請下載附件「臺南市政府觀光旅遊局街頭藝人表演申請表」，填寫傳真至場地管理單位,,"['葫蘆', '生態', '公園', '自然']",
黃金海岸船屋,,臺南市政府觀光旅遊局,,涂先生,06-6350190,,,請下載附件「臺南市政府觀光旅遊局街頭藝人表演申請表」，填寫傳真至場地管理單位,,"['金海岸', '船屋']",
龜丹溫泉體驗池,,臺南市政府觀光旅遊局,,劉金堂先生,06-5743802、06-6350190,,,請下載附件「臺南市政府觀光旅遊局街頭藝人表演申請表」，填寫傳真至場地管理單位,,"['龜丹', '溫泉', '體驗池']",
左鎮月世界旅遊服務中心,,臺南市政府觀光旅遊局,,田先生,06-6350190,,,,,"['左鎮', '旅遊', '服務', '中心', '世界']",
無米樂旅遊服務中心,,臺南市政府觀光旅遊局,,周沛妤,06-2991111#8166,,,,,"['無米樂', '旅遊', '服務', '中心']",
虎頭埤風景區,,虎頭埤風景區,,周先生,06-5901325,06-5903897,,街頭藝人免門票入場表演(需出示臺南市街頭藝人展演許可證),,"['虎頭', '風景區']",
七股鹽山園區,, 臺鹽實業股份有限公司,,楊喬渝,06-7800511#35,,,需於展演前十日向本場提出申請,,"['七股', '鹽山', '園區']",
交通部觀光局西拉雅國家風景區管理處,,交通部觀光局西拉雅國家風景區管理處,,林小姐,06-6840337#234 ,06-6840338,justin.siraya@tbroc.gov.tw,書面申請：填妥申請表後，傳真並致電確認,,"['西拉雅', '觀光局', '國家', '風景區', '交通部', '管理']",
臺南文化創意產業園區,,臺南文化創意產業園區,,陳昱萱,06-2222681#207,,yushan79@stust.edu.tw,事先預約，洽詢時間：週一至週五 9:00-17:30,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/cc74cf01-4def-4115-bafa-651970ebb17f/d2def276fa4035dcb92c84b80c6d1b99.jpg,"['創意', '產業', '園區', '文化']",
關子嶺勞工育樂中心,,關子嶺勞工育樂中心,,顏恆通總監,06-6823456#110,06-6823463,,請先與育樂中心聯繫，詢問展演類別是否合適,,"['關子嶺', '勞工育樂', '中心']",
新化楊逵紀念館,,新化楊逵紀念館,,沈聰傑,06-5905009#202,06-5908704,,需先預借場地,,"['楊逵', '紀念館', '新化']",
臺南都會公園暨博物館園區,,財團法人奇美博物館基金會,,行政組郭小姐,06-2660800#8803,,,於兩週前填具申請表,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-12-28/453b29e4-9382-43b3-ad67-056b0b9599d7/df63e675bfe5791e4397ed79171fba3c.jpg,"['公園', '館園區', '博物']",
臺灣糖業公司休閒遊憩事業部烏樹林休閒園區,,臺灣糖業公司休閒遊憩事業部,,王小萍,06-6830671#206,,,需先預借場地,,"['臺灣', '糖業', '休閒遊', '憩事業部', '烏樹林', '休閒', '園區', '公司']",
國華友愛新商圈街口,,國華友愛新商圈發展協會,,朱先生,0976298303,,,需先預借場地,,"['國華友', '愛新', '商圈', '街口']",
大林商圈,,臺南市南區新生里,,王安國里長,06-2138966、0916170063,,,表演申請者應於展演前7日以電話或E-mail聯繫,,"['大林', '商圈']",
尚清永康大型黃昏市場（臺南高工對面）,,臺南市市場處,,蔡小姐,06-3023200、0985395358（下午兩點後聯絡）,,,需先預借場地,,"['高工', '尚清', '昏市場', '對面', '永康', '大型']",
風神廟,,風神廟,,吳月琴,0932875313,,,需先預借場地（需提前七天預約）,,['風神廟'],
四草大眾廟,,四草大眾廟,,林東峰,06-2840959,,,僅限「表演藝術類」街頭藝人申請，需先預借場地,,['四草大眾'],
道教玉皇玉聖宮,,道教玉皇玉聖宮,,潘興樺,0913527320,,,表演申請者應於展演前7日以電話聯繫,,"['玉聖宮', '玉皇', '道教']",
關廟服務區南北二站,,關廟服務區,,曾先生,06-5551358、0929725412,,,需先預借場地（需提前三天預約）,,"['二站', '關廟', '服務區', '南北']",
仁德服務區南北站,,仁德服務區,,張先生,06-2780615（早上07：00～晚上18：00聯絡）,,,需先預借場地（需提前一周預約）,,"['服務區', '仁德', '南北']",
新光三越臺南新天地,,新光三越臺南新天地,,黃小姐,06-3030999#2716,06-3030700,wanting.tu@skm.com.tw,表演申請者應於展演前7日以電話或E-mail聯繫,,"['三越', '新光', '新天地']",
遠東百貨成功分公司,,遠東百貨市場活動課 ,,陳佩青,06-2098999#241、0937666982,,amay239@feds.com.tw,,,"['遠東百貨', '分公司', '成功']",
遠東百貨公園分公司,,遠東百貨市場活動課,,,06-2098999#241、0937666982,,amay239@feds.com.tw,表演申請者應於展演前7日以電話或E-mail聯繫,,"['遠東', '百貨公園', '分公司']",
東山區農會（東山咖啡文化館）,,東山區農會,,陳源彬,06-6801917、0977-051788,,,請事先與主辦人聯繫,,"['東山區', '農會', '東山', '咖啡', '文化']",
安平休閒文化有限公司,,安平休閒文化有限公司,,吳冠（王亭）,06-3911388,,,需先預借場地(一週前預約),,"['休閒', '安平', '有限公司', '文化']",
美雅家具有限公司,,美雅家具有限公司,,張小姐,06-6817316,06-6816316,mei.ya@msa.hinet.net,表演者應於展演前7日以電話或E-mail聯繫,,"['美雅', '家具', '有限公司']",
臺南市政府衛生局（林森辦公室外廣場）,,臺南市政府衛生局,,王關豪先生/蔡泓育先生,06-2679751#104/101,,gao66@tncghb.gov.tw,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-12-28/2cbcb3ad-b839-4375-a975-f8c13f164a0c/886b28ffac825e80860c7a0fb81820a5.png,"['衛生局', '辦公', '廣場', '林森', '室外', '市政府']",
屏東公園,,,,,,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-10-16/b7f0467a-6b0f-4aee-b37b-8f3c5be0c462/de0332077a6b63d4be3d33c1b461c16a.jpg,"['屏東', '公園']",
桃園市政府文化局局前廣場,,桃園市政府文化局,,陳先生,(03)3322592分機8307,(03)3363806,,書面申請，依文化局周邊廣場使用要點辦理。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-23/e0d6b0c5-2817-4efa-ab89-38f588f18bf8/7608687ebc12bae3ffdf379f445dfda0.jpg,"['桃園', '局前', '廣場', '文化局', '市政府']",
青溪公園,,桃園區公所,,葉先生,(03)3354757,,,第一次展演需以書面申請(檢附相關證明文件)，一經審核通過，爾後展演以電話申請即可。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/6210f258-8c9d-4fb0-858c-a49c953bb97e/939f34b53e57f6c582e64a9a484c80e9.jpg,"['公園', '青溪']",
朝陽森林公園,,桃園區公所,,公園路燈管理課葉先生,(03)3354757,,,第一次展演需以書面申請(檢附相關證明文件)，一經審核通過，爾後展演以電話申請即可。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/9a851412-9816-454c-920a-fb3685bf49e7/e273f4a0a7d72a4941f5bc7f3a64ebf8.jpg,"['朝陽', '公園', '森林']",
陽明公園,,桃園區公所,,公園路燈管理課葉先生,(03)3354757,,,第一次展演需以書面申請(檢附相關證明文件)，一經審核通過，爾後展演以電話申請即可。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/3a08f76f-ac41-4603-bb78-e9fa1131222b/868d1c5ce69efd894685b13ba3d6b03c.jpg,"['陽明', '公園']",
文昌公園,,桃園區公所,,公園路燈管理課葉先生,(03)3354757,,,第一次展演需以書面申請(檢附相關證明文件)，一經審核通過，爾後展演以電話申請即可。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/6abde994-d4de-4b43-badd-62da9e5a14c7/6d944c0e049a9427a21ea326d7eddaf9.jpg,"['公園', '文昌']",
虎頭山環保公園,,桃園區公所,,公園路燈管理課葉先生,(03)3354757,,,第一次展演需以書面申請(檢附相關證明文件)，一經審核通過，爾後展演以電話申請即可。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/925e43f4-0cdf-4232-90ac-71c6cb459766/ac8cd34e0fd33ae0aa4892ba6337cefc.jpg,"['虎頭', '山環', '保公園']",
第一河濱公園,,桃園區公所,,公園路燈管理課葉先生,(03)3354757,,,第一次展演需以書面申請(檢附相關證明文件)，一經審核通過，爾後展演以電話申請即可。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/5a93d02f-3d21-489a-9d07-951b27c05903/a2982821ff4d0f4de67a342a9a227096.jpg,"['河濱', '公園', '第一']",
檜稽河濱公園(第三河濱公園）,,桃園區公所,,公園路燈管理課葉先生,(03)3354757,,,第一次展演需以書面申請(檢附相關證明文件)，一經審核通過，爾後展演以電話申請即可。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/3fa6a7fa-5f9d-4ae3-b9e1-a052f7b12b58/ec46a3704f941b4097636058b8b1b828.jpg,"['河濱', '公園', '檜稽', '第三']",
東溪綠園,,桃園區公所,,公園路燈管理課葉先生,(03)3354757,,,第一次展演需以書面申請(檢附相關證明文件)，一經審核通過，爾後展演以電話申請即可。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/b3f795f3-ad9a-4e75-8563-e02ae7d8faed/e272dfd6d91dc5d1072902f7828fb6d8.PNG,"['東溪', '綠園']",
桃園藝文廣場,,桃園市政府藝文設施管理中心,,推廣組謝小姐,(03)3170511分機8308,,,書面申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/de8ead78-ac1d-4352-b7a2-d3dd3c1e984e/b2a802437ded9528cc27ef9862a80da4.PNG,"['桃園', '藝文廣場']",
桃園展演中心-門前廣場,,桃園市政府藝文設施管理中心,,廖小姐,(03)3170511分機8311,03-3170512,10039536@mail.tycg.gov.tw,傳真/電郵申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-10/2ef72566-7db6-4cd3-a70c-950b0b93d372/80f0b797bbb46d46e3aa03867fba4315.jpg,"['展演', '桃園', '門前', '廣場', '中心']",
桃園展演中心-戶外舞台,,桃園市政府藝文設施管理中心,,廖小姐,(03)3170511分機8311,,,傳真/電郵申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-10/2907c575-5cf5-4f97-9c3f-abef955a5311/eaa629a1eb793b274e71e50ab2f5eae6.jpg,"['展演', '桃園', '戶外', '舞台', '中心']",
桃園市桃園區原住民集會所(※因館所修繕中，暫不開放申請),,桃園市政府原住民行政局,,教育文化科李先生,(03)3364195,,,電話申請（依桃園市原住民族集會所使用管理要點及場地使用收費標準辦理。）,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/470c889d-392c-4435-8597-2da4b7718c86/82c074b37e4f01a089ae9c2457c0646d.PNG,"['原住民', '桃園', '市桃園區', '集會', '因館', '修繕', '暫不開', '放申']",
福容大飯店桃園店,,福容大飯店桃園店,,業務部林小姐,(03)3265800分機3790988-570908,,,電話洽詢、見面會談（開放展演時間為每週六晚上7點至9點）,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/44113954-1df0-4669-a5f3-39eb3cee1c33/3c6ef0a2782e085522aa29e22f08349d.PNG,"['福容', '大飯', '店桃園']",
慈護宮廟埕廣場,,桃園慈護宮,,邱小姐蘇小姐,(03)3339980(03)3321498,,,書面申請（表演前2個星期以書面方式申請，附展演資料）（廟方保留場地優先使用權（法會活動或各大友宮參香優先））,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/769a728e-f13a-4676-8359-74b79275b620/f92528d8ecb9096bdae22753c96feb7b.PNG,"['慈護', '宮廟', '廣場']",
新光三越大有店,,新光三越大有店,新光三越桃園大有店行銷,楊小姐,(03)3318888轉8152,,,電話洽詢,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-09-24/5054f83f-c67b-41fb-acdb-dd42e2b0e029/9e44ec01318f1095be048484f26faa69.png,"['三越', '大有店', '新光']",
