ID,Q1: 您的生理性別 Gender,Q2: 你的出生西元年 your birth year,Q3: 您的星座 constellation    ,Q4: 您是哪個學院的 which college you come from,Q7: 您的性格傾向（依照您自己的觀察判斷）Personality   and  personal characters ,Q8: 您的課外活動/社團活動參與 involvement in after-class extracurricular activities,Q9: 您的學業表現 (過去以來的狀況) your academic performance level in general,Q10: 您的居住狀態 where do you live?,你主要使用的手機廠牌 Brand of your major cellurla phone,這隻手機使用多久How long you have this phone?,手機上網流量 internet connection type,Data,A: 關於手機的一些資訊 some information about cellalur phone usage [S1. FB的朋友數 number of friends you have at FB],A: 關於手機的一些資訊 some information about cellalur phone usage [S2. LINE的好友數 number of friends you have at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S3. LINE的群組數 number of groups you are in at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S4. IG的粉絲數 number of followers at IG],A: 關於手機的一些資訊 some information about cellalur phone usage [S5. IG的追蹤中人數 number of following at IG],B: 手機使用行為 Cellular phone usage [B1. 每天用手機玩手機遊戲的時間大約幾分鐘 time (minutes) of playing game on the phone per day ],Time,B: 手機使用行為 Cellular phone usage [B2. 每天用手機看影片追劇的時間大約幾分鐘 time (minutes) of watching vedio/film/drama on the phone per day ],B: 手機使用行為 Cellular phone usage [B3: 每天用手機瀏覽新聞的時間大約幾分鐘 time (minutes) of reading news on the phone per day ],B: 手機使用行為 Cellular phone usage [B4. 一週用手機叫餐買食物飲料的次數 number of ordering food/drinks per week in average],B: 手機使用行為 Cellular phone usage [B5. 一週用手機叫車搭車的次數 number of calling taxi per week in average],B: 手機使用行為 Cellular phone usage [B6: 手機剩下%多少電力時會感到焦慮(請填0-100的數值) how many % of power left may feel nervous],"C: 手機使用習慣 tendency of using phone [C1. 我曾因長時間玩手機遊戲而眼睛酸澀、肌肉痠痛，或有其他身體不適 I have often experienced dry/sore eyes, muscle aches, or other physical discomforts from playing mobile games for a long duration.a]","C: 手機使用習慣 tendency of using phone [C2. 我常常原本沒有打算玩手機遊戲，卻會忍不住拿起手機來玩一下（滑一下） I often do not plan on playing mobile games, but cannot resist picking up my phone to play (swipe).]",C: 手機使用習慣 tendency of using phone [C3. 在過去3個月裡，我感覺需要更常玩手機遊戲，或玩更久的時間才覺得我玩夠了 I find that I am spending more time playing mobile games],"C: 手機使用習慣 tendency of using phone [C4. 如果不能玩手機遊戲，我會覺得靜不下心，感到很煩躁 If I cannot play a mobile game, I feel restless and irritable.]",總時間
184,女,2003,3. 牧羊座(3/21-4/20) Aries,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,小米MI,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,184,135,80,18,0,0,0,FALSE,180,30,0,0,59,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,392.25
185,女,2003,3. 牧羊座(3/21-4/20) Aries,藝術學院College of Arts,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,185,326,173,43,437,189,480,185,180,60,2,3,20,3符合 agree,3符合 agree,3符合 agree,3符合 agree,204.62
186,男,2003,3. 牧羊座(3/21-4/20) Aries,文學院College of Liberal Arts,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,186,258,42,47,53,68,40,FALSE,60,20,1,0,19,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,344.28
187,女,2003,3. 牧羊座(3/21-4/20) Aries,教育學院College of Education,1. 內向安靜 Introvert and gentle,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,索尼SONY,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,187,130,130,62,188,206,60,FALSE,0,5,0,0,50,4非常符合 extremely agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,283.2
188,男,2003,3. 牧羊座(3/21-4/20) Aries,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,6. 四年以上上未滿五年 > 4 years less than 5 years,3. 預付卡或臨時卡 Prepaid SIM card,FALSE,151,72,60,82,95,0,FALSE,60,10,0,0,40,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,337.54
189,女,2003,3. 牧羊座(3/21-4/20) Aries,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,189,650,120,45,832,491,330,189,60,50,1,1,10,3符合 agree,2不符合 disagree,2不符合 disagree,2不符合 disagree,329.79
190,男,2003,3. 牧羊座(3/21-4/20) Aries,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,190,100,100,20,300,400,30,FALSE,30,2,0,0,15,4非常符合 extremely agree,3符合 agree,2不符合 disagree,2不符合 disagree,361.15
191,女,2003,3. 牧羊座(3/21-4/20) Aries,管理學院College of Management,1. 內向安靜 Introvert and gentle,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,歐寶OPPO,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,191,381,142,76,332,350,0,FALSE,180,30,20,0,40,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,2不符合 disagree,267.15
192,女,2003,3. 牧羊座(3/21-4/20) Aries,管理學院College of Management,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,華碩ASUS,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,134,159,29,212,214,10,FALSE,50,5,0,0,15,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,119.15
193,男,2003,3. 牧羊座(3/21-4/20) Aries,藝術學院College of Arts,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,193,4200,600,20,1300,5000,0,FALSE,300,20,10,3,20,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,274.65
194,男,2003,3. 牧羊座(3/21-4/20) Aries,教育學院College of Education,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,194,180,100,10,146,246,0,FALSE,60,150,0,0,10,3符合 agree,3符合 agree,3符合 agree,3符合 agree,242.91
195,男,2003,3. 牧羊座(3/21-4/20) Aries,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,195,268,172,30,433,371,0,FALSE,0,15,0,0,5,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,160.69
196,女,2003,3. 牧羊座(3/21-4/20) Aries,科技學院College of Technology and Engineering,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,196,0,153,42,840,582,0,FALSE,60,0,3,0,40,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,295.98
197,女,2003,3. 牧羊座(3/21-4/20) Aries,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,歐寶OPPO,5. 三年以上未滿四年 > 3 years less than 4 years,2. 有限制不是吃到飽 limited data,FALSE,-,162,32,337,1053,0,FALSE,180,0,3,0,20,3符合 agree,3符合 agree,3符合 agree,3符合 agree,258.59
198,男,2003,3. 牧羊座(3/21-4/20) Aries,國際與僑教學院College of International Studies and Social Sciences,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,198,30,300,50,1100,550,10,FALSE,120,120,1,0,60,2不符合 disagree,4非常符合 extremely agree,2不符合 disagree,2不符合 disagree,405.58
199,男,2003,3. 牧羊座(3/21-4/20) Aries,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,199,261,239,113,241,370,60,FALSE,60,30,3,0,30,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,255.55
200,女,2003,3. 牧羊座(3/21-4/20) Aries,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,200,30,217,42,1026,369,150,200,30,0,0,0,1,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,2不符合 disagree,222.96
201,女,2003,3. 牧羊座(3/21-4/20) Aries,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,201,342,217,26,390,634,0,FALSE,68,5,1,1,2,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,606.53
202,女,2004,3. 牧羊座(3/21-4/20) Aries,國際與僑教學院College of International Studies and Social Sciences,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,202,420,176,91,325,285,0,FALSE,60,20,1,1,20,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,197.07
203,男,2004,3. 牧羊座(3/21-4/20) Aries,管理學院College of Management,2. 中性平衡 Balance and equal,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,4. 只用WIFI不能用SIM卡上網,FALSE,0,101,12,41,35,60,FALSE,180,20,3,2,30,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,529.21
204,女,2004,3. 牧羊座(3/21-4/20) Aries,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,2. 有限制不是吃到飽 limited data,FALSE,115,141,1,310,244,180,204,30,10,0,0,69,3符合 agree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,256.2
205,女,1988,4. 金牛座(4/21-5/20) Taurus,科技學院College of Technology and Engineering,1. 內向安靜 Introvert and gentle,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,205,459,206,23,198,318,0,FALSE,0,3,0,0,40,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,188.08
206,女,1994,4. 金牛座(4/21-5/20) Taurus,文學院College of Liberal Arts,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,206,X,8,2,197,355,0,FALSE,70,5,0,0,60,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,805.26
207,女,1994,4. 金牛座(4/21-5/20) Taurus,文學院College of Liberal Arts,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,207,181,114,25,41,114,60,FALSE,30,20,2,0,10,1極不符合 extremely disagree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,385.4
208,男,1995,4. 金牛座(4/21-5/20) Taurus,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,219,0,0,92,124,0,FALSE,60,30,0,0,15,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,342.08
209,女,1995,4. 金牛座(4/21-5/20) Taurus,管理學院College of Management,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,209,492,232,79,179,284,100,FALSE,120,30,2,2,30,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,312.53
210,男,1996,4. 金牛座(4/21-5/20) Taurus,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,小米MI,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,210,1200+,50+,10+,472,800+,700,210,240,800,1,1,20,3符合 agree,3符合 agree,3符合 agree,3符合 agree,489.89
211,女,1997,4. 金牛座(4/21-5/20) Taurus,教育學院College of Education,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L4: 學校宿舍 live in school's dorm,VIVO,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,459,57,9,624,730,0,FALSE,30,10,0,0,50,1極不符合 extremely disagree,4非常符合 extremely agree,1極不符合 extremely disagree,1極不符合 extremely disagree,250.1
212,女,1997,4. 金牛座(4/21-5/20) Taurus,教育學院College of Education,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,VIVO,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,459,57,9,624,730,0,FALSE,30,10,0,0,50,3符合 agree,4非常符合 extremely agree,2不符合 disagree,1極不符合 extremely disagree,142.12
213,女,1998,4. 金牛座(4/21-5/20) Taurus,科技學院College of Technology and Engineering,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,213,400,500,40,500,510,0,FALSE,60,30,2,0,20,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,2不符合 disagree,624.4
214,女,1999,4. 金牛座(4/21-5/20) Taurus,管理學院College of Management,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,214,2922,154,26,217,313,30,FALSE,60,30,0,0,5,4非常符合 extremely agree,3符合 agree,3符合 agree,3符合 agree,454.56
215,女,2000,4. 金牛座(4/21-5/20) Taurus,管理學院College of Management,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,歐寶OPPO,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,215,961,579,139,242,346,180,215,120,0,0,0,30,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,438.78
216,男,2000,4. 金牛座(4/21-5/20) Taurus,教育學院College of Education,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,三星SAMSUNG,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,216,889,382,141,549,1195,0,FALSE,60,10,0,0,40,4非常符合 extremely agree,4非常符合 extremely agree,3符合 agree,3符合 agree,188.77
217,女,2000,4. 金牛座(4/21-5/20) Taurus,藝術學院College of Arts,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,217,80,123,23,1230,1845,30,FALSE,90,0,0,0,10,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,156.85
218,男,2001,4. 金牛座(4/21-5/20) Taurus,教育學院College of Education,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,218,347,289,102,370,736,0,FALSE,126,25,0,0,10,4非常符合 extremely agree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,276.02
219,男,2001,4. 金牛座(4/21-5/20) Taurus,其它,5. 難以捉摸 Hart to say and unstable,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,5. 三年以上未滿四年 > 3 years less than 4 years,2. 有限制不是吃到飽 limited data,FALSE,300,252,54,264,267,0,FALSE,90,15,0,0,15,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,188.97
